account_id,account_name,region,country,industry,account_tier,employee_size,estimated_annual_revenue,account_status,contract_start_date,contract_end_date,use_case,sales_rep_name,sales_manager_name
ACC-000329,Synergy Partners,EMEA,France,Professional Services,Mid-Market,3400,14000000,Active,2020-11-25,2022-10-20,IoT Analytics,Cloud Mitchell,James Mueller
ACC-000329,Synergy Partners,EMEA,France,Professional Services,Mid-Market,3400,14000000,Active,2020-11-25,2022-10-20,IoT Analytics,Ocean Baker,James Mueller
ACC-000330,Catalyst Associates,AMER,Canada,Financial Services,Mid-Market,500,10000000,Active,2020-11-26,2022-10-22,Financial Analytics,Blake Miller,Jennifer Rodriguez
ACC-000330,Catalyst Associates,AMER,Canada,Financial Services,Mid-Market,500,10000000,Active,2020-11-26,2022-10-22,Financial Analytics,Taylor Brooks,Sarah Johnson
ACC-000331,Pinnacle Consulting,AMER,United States,Healthcare & Life Sciences,Mid-Market,600,12000000,Active,2020-11-27,2022-10-24,Marketing Analytics,Skyler Hall,David Thompson
ACC-000331,Pinnacle Consulting,AMER,United States,Healthcare & Life Sciences,Mid-Market,600,12000000,Active,2020-11-27,2022-10-24,Marketing Analytics,Sage Thompson,Michael Chen
ACC-000331,Pinnacle Consulting,AMER,United States,Healthcare & Life Sciences,Mid-Market,600,12000000,Active,2020-11-27,2022-10-24,Marketing Analytics,Avery Johnson,Michael Chen
ACC-000331,Pinnacle Consulting,AMER,United States,Healthcare & Life Sciences,Mid-Market,600,12000000,Active,2020-11-27,2022-10-24,Marketing Analytics,Alex Rivera,Sarah Johnson
ACC-000332,Zenith Services,AMER,United States,Technology,Mid-Market,700,14000000,Active,2020-11-28,2022-10-26,Supply Chain Analytics,Reese Lewis,David Thompson
ACC-000332,Zenith Services,AMER,United States,Technology,Mid-Market,700,14000000,Active,2020-11-28,2022-10-26,Supply Chain Analytics,Riley Martinez,Michael Chen
ACC-000337,Vertex Associates,AMER,United States,Energy & Utilities,Mid-Market,1200,24000000,Active,2020-12-03,2022-11-05,Machine Learning & AI,Morgan Davis,Sarah Johnson
ACC-000338,Apex Consulting,APJ,Australia,Government & Public Sector,Mid-Market,1300,24000000,Active,2020-12-04,2022-11-07,Real-time Analytics,Kai Campbell,Hiroshi Tanaka
ACC-000340,Global Industries,APJ,South Korea,Transportation & Logistics,Mid-Market,1500,6000000,New,2020-12-06,2022-11-11,Customer 360,Iris Stewart,Priya Sharma
ACC-000342,Catalyst Intelligence,APJ,Japan,Insurance,Mid-Market,1700,8000000,At Risk,2020-12-08,2022-11-15,Financial Analytics,Neo Parker,Hiroshi Tanaka
ACC-000344,Zenith Associates,AMER,United States,Professional Services,Mid-Market,1900,38000000,Active,2020-12-10,2022-11-19,Supply Chain Analytics,Finley White,Jennifer Rodriguez
ACC-000347,Titan Solutions,AMER,United States,Technology,SMB,225,2400000,Active,2020-12-13,2022-11-25,Data Science Platform,Cameron Lee,Jennifer Rodriguez
ACC-000347,Titan Solutions,AMER,United States,Technology,SMB,225,2400000,Active,2020-12-13,2022-11-25,Data Science Platform,Casey Wilson,Sarah Johnson
ACC-000349,Vertex Intelligence,AMER,United States,Manufacturing,SMB,275,2800000,Active,2020-12-15,2022-11-29,Machine Learning & AI,Skyler Hall,David Thompson
ACC-000349,Vertex Intelligence,AMER,United States,Manufacturing,SMB,275,2800000,Active,2020-12-15,2022-11-29,Machine Learning & AI,Sage Thompson,Michael Chen
ACC-000349,Vertex Intelligence,AMER,United States,Manufacturing,SMB,275,2800000,Active,2020-12-15,2022-11-29,Machine Learning & AI,Avery Johnson,Michael Chen
ACC-000349,Vertex Intelligence,AMER,United States,Manufacturing,SMB,275,2800000,Active,2020-12-15,2022-11-29,Machine Learning & AI,Alex Rivera,Sarah Johnson
ACC-000351,Matrix Associates,AMER,United States,Telecommunications,SMB,325,3200000,Active,2020-12-17,2022-12-03,Data Engineering,Quinn Anderson,Michael Chen
ACC-000352,Quantum Consulting,AMER,United States,Energy & Utilities,SMB,350,3400000,Active,2020-12-18,2022-12-05,Customer 360,Parker Allen,David Thompson
ACC-000353,Synergy Services,EMEA,United Kingdom,Government & Public Sector,SMB,375,2000000,Active,2020-12-19,2022-12-07,IoT Analytics,Cloud Mitchell,James Mueller
ACC-000353,Synergy Services,EMEA,United Kingdom,Government & Public Sector,SMB,375,2000000,Active,2020-12-19,2022-12-07,IoT Analytics,Ocean Baker,James Mueller
ACC-000355,Pinnacle Analytics,AMER,United States,Transportation & Logistics,SMB,425,4000000,Active,2020-12-21,2022-12-11,Marketing Analytics,Morgan Davis,Sarah Johnson
ACC-000358,Phoenix Associates,AMER,United States,Automotive,SMB,500,4600000,Active,2020-12-24,2022-12-17,Operational Analytics,Jordan Kim,Sarah Johnson
ACC-000360,Global Solutions,AMER,United States,Financial Services,SMB,50,1000000,New,2020-12-26,2022-12-21,Data Analytics & BI,Hayden Clark,Jennifer Rodriguez
ACC-000361,Beta Inc,APJ,Australia,Healthcare & Life Sciences,SMB,75,700000,Churned,2020-12-27,2022-12-23,Machine Learning & AI,Iris Stewart,Priya Sharma
ACC-000362,Apex Analytics,AMER,United States,Technology,SMB,100,1400000,At Risk,2020-12-28,2022-12-25,Real-time Analytics,Finley White,Jennifer Rodriguez
ACC-000363,Matrix Intelligence,AMER,United States,Retail & E-commerce,SMB,125,1600000,Active,2020-12-29,2022-12-27,Data Engineering,Emery Young,David Thompson
ACC-000364,Quantum Partners,AMER,United States,Manufacturing,SMB,150,1800000,Active,2020-12-30,2022-12-29,Customer 360,Drew Garcia,Michael Chen
ACC-000365,Synergy Associates,EMEA,United Kingdom,Media & Entertainment,SMB,175,1550000,Active,2020-12-31,2022-12-31,IoT Analytics,Cloud Mitchell,James Mueller
ACC-000365,Synergy Associates,EMEA,United Kingdom,Media & Entertainment,SMB,175,1550000,Active,2020-12-31,2022-12-31,IoT Analytics,Ocean Baker,James Mueller
ACC-000366,Catalyst Consulting,EMEA,Sweden,Telecommunications,SMB,200,1700000,Active,2021-01-01,2023-01-02,Financial Analytics,Nova Roberts,Emma Larsson
ACC-000367,Pinnacle Services,AMER,Canada,Energy & Utilities,SMB,225,2400000,Active,2021-01-02,2023-01-04,Marketing Analytics,Skyler Hall,David Thompson
ACC-000367,Pinnacle Services,AMER,Canada,Energy & Utilities,SMB,225,2400000,Active,2021-01-02,2023-01-04,Marketing Analytics,Sage Thompson,Michael Chen
ACC-000367,Pinnacle Services,AMER,Canada,Energy & Utilities,SMB,225,2400000,Active,2021-01-02,2023-01-04,Marketing Analytics,Avery Johnson,Michael Chen
ACC-000367,Pinnacle Services,AMER,Canada,Energy & Utilities,SMB,225,2400000,Active,2021-01-02,2023-01-04,Marketing Analytics,Alex Rivera,Sarah Johnson
ACC-000368,Zenith Solutions,EMEA,Netherlands,Government & Public Sector,SMB,250,2000000,Active,2021-01-03,2023-01-06,Supply Chain Analytics,Luna Perez,Emma Larsson
ACC-000370,Phoenix Intelligence,AMER,Canada,Transportation & Logistics,SMB,300,3000000,Active,2021-01-05,2023-01-10,Operational Analytics,Parker Allen,David Thompson
ACC-000373,Vertex Consulting,AMER,Canada,Automotive,SMB,375,3600000,Active,2021-01-08,2023-01-16,Machine Learning & AI,Morgan Davis,Sarah Johnson
ACC-000376,Quantum Analytics,AMER,Canada,Healthcare & Life Sciences,SMB,450,4200000,Active,2021-01-11,2023-01-22,Customer 360,Jordan Kim,Sarah Johnson
ACC-000377,Synergy Intelligence,EMEA,United Kingdom,Technology,SMB,475,1100000,Active,2021-01-12,2023-01-24,IoT Analytics,Cloud Mitchell,James Mueller
ACC-000377,Synergy Intelligence,EMEA,United Kingdom,Technology,SMB,475,1100000,Active,2021-01-12,2023-01-24,IoT Analytics,Ocean Baker,James Mueller
ACC-000378,Catalyst Partners,AMER,United States,Retail & E-commerce,SMB,500,4600000,Active,2021-01-13,2023-01-26,Financial Analytics,Hayden Clark,Jennifer Rodriguez
ACC-000380,Global Industries,APJ,Australia,Media & Entertainment,SMB,50,1400000,New,2021-01-15,2023-01-30,Supply Chain Analytics,Kai Campbell,Hiroshi Tanaka
ACC-000383,Titan Analytics,AMER,United States,Government & Public Sector,SMB,125,1600000,Active,2021-01-18,2023-02-05,Data Science Platform,Cameron Lee,Jennifer Rodriguez
ACC-000383,Titan Analytics,AMER,United States,Government & Public Sector,SMB,125,1600000,Active,2021-01-18,2023-02-05,Data Science Platform,Casey Wilson,Sarah Johnson
ACC-000384,Nexus Intelligence,AMER,United States,Education,SMB,150,1800000,Active,2021-01-19,2023-02-07,Data Analytics & BI,Blake Miller,Jennifer Rodriguez
ACC-000384,Nexus Intelligence,AMER,United States,Education,SMB,150,1800000,Active,2021-01-19,2023-02-07,Data Analytics & BI,Taylor Brooks,Sarah Johnson
ACC-000386,Apex Associates,LATAM,Argentina,Real Estate,SMB,200,880000,Active,2021-01-21,2023-02-11,Real-time Analytics,Rio Rogers,Carlos Silva
ACC-000386,Apex Associates,LATAM,Argentina,Real Estate,SMB,200,880000,Active,2021-01-21,2023-02-11,Real-time Analytics,Cruz Morris,Carlos Silva
ACC-000388,Quantum Services,AMER,United States,Automotive,SMB,250,2600000,Active,2021-01-23,2023-02-15,Customer 360,Parker Allen,David Thompson
ACC-000389,Synergy Solutions,APJ,Japan,Professional Services,SMB,275,1100000,Active,2021-01-24,2023-02-17,IoT Analytics,Iris Stewart,Priya Sharma
ACC-000395,Titan Services,LATAM,Argentina,Media & Entertainment,SMB,425,800000,Active,2021-01-30,2023-03-01,Data Science Platform,Rio Rogers,Carlos Silva
ACC-000395,Titan Services,LATAM,Argentina,Media & Entertainment,SMB,425,800000,Active,2021-01-30,2023-03-01,Data Science Platform,Cruz Morris,Carlos Silva
ACC-000397,Vertex Analytics,EMEA,France,Energy & Utilities,SMB,475,1850000,Active,2021-02-01,2023-03-05,Machine Learning & AI,Star Turner,Emma Larsson
ACC-000397,Vertex Analytics,EMEA,France,Energy & Utilities,SMB,475,1850000,Active,2021-02-01,2023-03-05,Machine Learning & AI,Sky Nelson,James Mueller
ACC-000397,Vertex Analytics,EMEA,France,Energy & Utilities,SMB,475,1850000,Active,2021-02-01,2023-03-05,Machine Learning & AI,Storm Adams,Lisa Wang
ACC-000397,Vertex Analytics,EMEA,France,Energy & Utilities,SMB,475,1850000,Active,2021-02-01,2023-03-05,Machine Learning & AI,Sage Green,Lisa Wang
ACC-000398,Apex Intelligence,EMEA,United Kingdom,Government & Public Sector,SMB,500,2000000,Active,2021-02-02,2023-03-07,Real-time Analytics,Rain Carter,James Mueller
ACC-000398,Apex Intelligence,EMEA,United Kingdom,Government & Public Sector,SMB,500,2000000,Active,2021-02-02,2023-03-07,Real-time Analytics,River Scott,Lisa Wang
ACC-000398,Apex Intelligence,EMEA,United Kingdom,Government & Public Sector,SMB,500,2000000,Active,2021-02-02,2023-03-07,Real-time Analytics,Rowan King,Lisa Wang
ACC-000400,Global Solutions,AMER,United States,Transportation & Logistics,Enterprise,5000,100000000,New,2021-02-04,2023-03-11,Customer 360,Drew Garcia,Michael Chen
ACC-000401,Beta Holdings,EMEA,France,Real Estate,Enterprise,5500,88000000,Churned,2021-02-05,2023-03-13,IoT Analytics,Cloud Mitchell,James Mueller
ACC-000401,Beta Holdings,EMEA,France,Real Estate,Enterprise,5500,88000000,Churned,2021-02-05,2023-03-13,IoT Analytics,Ocean Baker,James Mueller
ACC-000402,Catalyst Services,EMEA,France,Insurance,Enterprise,6000,96000000,At Risk,2021-02-06,2023-03-15,Financial Analytics,Nova Roberts,Emma Larsson
ACC-000403,Pinnacle Solutions,AMER,United States,Automotive,Enterprise,6500,130000000,Active,2021-02-07,2023-03-17,Marketing Analytics,Skyler Hall,David Thompson
ACC-000403,Pinnacle Solutions,AMER,United States,Automotive,Enterprise,6500,130000000,Active,2021-02-07,2023-03-17,Marketing Analytics,Sage Thompson,Michael Chen
ACC-000403,Pinnacle Solutions,AMER,United States,Automotive,Enterprise,6500,130000000,Active,2021-02-07,2023-03-17,Marketing Analytics,Avery Johnson,Michael Chen
ACC-000403,Pinnacle Solutions,AMER,United States,Automotive,Enterprise,6500,130000000,Active,2021-02-07,2023-03-17,Marketing Analytics,Alex Rivera,Sarah Johnson
ACC-000404,Zenith Analytics,AMER,United States,Professional Services,Enterprise,7000,140000000,Active,2021-02-08,2023-03-19,Supply Chain Analytics,Reese Lewis,David Thompson
ACC-000404,Zenith Analytics,AMER,United States,Professional Services,Enterprise,7000,140000000,Active,2021-02-08,2023-03-19,Supply Chain Analytics,Riley Martinez,Michael Chen
ACC-000409,Vertex Services,AMER,United States,Manufacturing,Enterprise,9500,190000000,Active,2021-02-13,2023-03-29,Machine Learning & AI,Morgan Davis,Sarah Johnson
ACC-000412,Quantum Intelligence,AMER,United States,Energy & Utilities,Enterprise,11000,220000000,Active,2021-02-16,2023-04-04,Customer 360,Jordan Kim,Sarah Johnson
ACC-000414,Catalyst Associates,AMER,United States,Education,Enterprise,12000,240000000,Active,2021-02-18,2023-04-08,Financial Analytics,Hayden Clark,Jennifer Rodriguez
ACC-000415,Pinnacle Consulting,APJ,Australia,Transportation & Logistics,Enterprise,12500,210000000,Active,2021-02-19,2023-04-10,Marketing Analytics,Kai Campbell,Hiroshi Tanaka
ACC-000416,Zenith Services,EMEA,Spain,Real Estate,Mid-Market,3100,32000000,Active,2021-02-20,2023-04-12,Supply Chain Analytics,Luna Perez,Emma Larsson
ACC-000418,Phoenix Analytics,APJ,South Korea,Automotive,Mid-Market,3300,24000000,Active,2021-02-22,2023-04-16,Operational Analytics,Atlas Edwards,Priya Sharma
ACC-000418,Phoenix Analytics,APJ,South Korea,Automotive,Mid-Market,3300,24000000,Active,2021-02-22,2023-04-16,Operational Analytics,Orion Evans,Hiroshi Tanaka
ACC-000420,Global Industries,AMER,United States,Financial Services,Mid-Market,500,10000000,New,2021-02-24,2023-04-20,Data Analytics & BI,Blake Miller,Jennifer Rodriguez
ACC-000420,Global Industries,AMER,United States,Financial Services,Mid-Market,500,10000000,New,2021-02-24,2023-04-20,Data Analytics & BI,Taylor Brooks,Sarah Johnson
ACC-000421,Sigma Inc,EMEA,France,Healthcare & Life Sciences,Mid-Market,600,39500000,Churned,2021-02-25,2023-04-22,Machine Learning & AI,Star Turner,Emma Larsson
ACC-000421,Sigma Inc,EMEA,France,Healthcare & Life Sciences,Mid-Market,600,39500000,Churned,2021-02-25,2023-04-22,Machine Learning & AI,Sky Nelson,James Mueller
ACC-000421,Sigma Inc,EMEA,France,Healthcare & Life Sciences,Mid-Market,600,39500000,Churned,2021-02-25,2023-04-22,Machine Learning & AI,Storm Adams,Lisa Wang
ACC-000421,Sigma Inc,EMEA,France,Healthcare & Life Sciences,Mid-Market,600,39500000,Churned,2021-02-25,2023-04-22,Machine Learning & AI,Sage Green,Lisa Wang
ACC-000422,Apex Consulting,AMER,United States,Technology,Mid-Market,700,14000000,At Risk,2021-02-26,2023-04-24,Real-time Analytics,Reese Lewis,David Thompson
ACC-000422,Apex Consulting,AMER,United States,Technology,Mid-Market,700,14000000,At Risk,2021-02-26,2023-04-24,Real-time Analytics,Riley Martinez,Michael Chen
ACC-000424,Quantum Solutions,EMEA,United Kingdom,Manufacturing,Mid-Market,900,44000000,Active,2021-02-28,2023-04-28,Customer 360,Phoenix Wright,Lisa Wang
ACC-000425,Synergy Analytics,EMEA,Netherlands,Media & Entertainment,Mid-Market,1000,8000000,Active,2021-03-01,2023-04-30,IoT Analytics,Cloud Mitchell,James Mueller
ACC-000425,Synergy Analytics,EMEA,Netherlands,Media & Entertainment,Mid-Market,1000,8000000,Active,2021-03-01,2023-04-30,IoT Analytics,Ocean Baker,James Mueller
ACC-000426,Catalyst Intelligence,EMEA,Netherlands,Telecommunications,Mid-Market,1100,9500000,Active,2021-03-02,2023-05-02,Financial Analytics,Nova Roberts,Emma Larsson
ACC-000430,Phoenix Services,AMER,United States,Transportation & Logistics,Mid-Market,1500,30000000,Active,2021-03-06,2023-05-10,Operational Analytics,Jordan Kim,Sarah Johnson
ACC-000432,Nexus Analytics,AMER,United States,Insurance,Mid-Market,1700,34000000,Active,2021-03-08,2023-05-14,Data Analytics & BI,Hayden Clark,Jennifer Rodriguez
ACC-000433,Vertex Intelligence,LATAM,Chile,Automotive,Mid-Market,1800,14400000,Active,2021-03-09,2023-05-16,Machine Learning & AI,Vale Sanchez,Carlos Silva
ACC-000434,Apex Partners,EMEA,Germany,Professional Services,Mid-Market,1900,21500000,Active,2021-03-10,2023-05-18,Real-time Analytics,Rain Carter,James Mueller
ACC-000434,Apex Partners,EMEA,Germany,Professional Services,Mid-Market,1900,21500000,Active,2021-03-10,2023-05-18,Real-time Analytics,River Scott,Lisa Wang
ACC-000434,Apex Partners,EMEA,Germany,Professional Services,Mid-Market,1900,21500000,Active,2021-03-10,2023-05-18,Real-time Analytics,Rowan King,Lisa Wang
ACC-000435,Matrix Associates,AMER,United States,Financial Services,Mid-Market,2000,40000000,Active,2021-03-11,2023-05-20,Data Engineering,Emery Young,David Thompson
ACC-000436,Quantum Consulting,APJ,South Korea,Healthcare & Life Sciences,Mid-Market,2100,22000000,Active,2021-03-12,2023-05-22,Customer 360,Kai Campbell,Hiroshi Tanaka
ACC-000437,Synergy Services,EMEA,France,Technology,Mid-Market,2200,26000000,Active,2021-03-13,2023-05-24,IoT Analytics,Cloud Mitchell,James Mueller
ACC-000437,Synergy Services,EMEA,France,Technology,Mid-Market,2200,26000000,Active,2021-03-13,2023-05-24,IoT Analytics,Ocean Baker,James Mueller
ACC-000439,Pinnacle Analytics,AMER,United States,Manufacturing,Mid-Market,2400,48000000,Active,2021-03-15,2023-05-28,Marketing Analytics,Skyler Hall,David Thompson
ACC-000439,Pinnacle Analytics,AMER,United States,Manufacturing,Mid-Market,2400,48000000,Active,2021-03-15,2023-05-28,Marketing Analytics,Sage Thompson,Michael Chen
ACC-000439,Pinnacle Analytics,AMER,United States,Manufacturing,Mid-Market,2400,48000000,Active,2021-03-15,2023-05-28,Marketing Analytics,Avery Johnson,Michael Chen
ACC-000439,Pinnacle Analytics,AMER,United States,Manufacturing,Mid-Market,2400,48000000,Active,2021-03-15,2023-05-28,Marketing Analytics,Alex Rivera,Sarah Johnson
ACC-000440,Global Solutions,AMER,Canada,Media & Entertainment,Mid-Market,2500,50000000,New,2021-03-16,2023-05-30,Supply Chain Analytics,Reese Lewis,David Thompson
ACC-000440,Global Solutions,AMER,Canada,Media & Entertainment,Mid-Market,2500,50000000,New,2021-03-16,2023-05-30,Supply Chain Analytics,Riley Martinez,Michael Chen
ACC-000443,Titan Consulting,LATAM,Argentina,Government & Public Sector,Mid-Market,2800,10400000,Active,2021-03-19,2023-06-05,Data Science Platform,Rio Rogers,Carlos Silva
ACC-000443,Titan Consulting,LATAM,Argentina,Government & Public Sector,Mid-Market,2800,10400000,Active,2021-03-19,2023-06-05,Data Science Platform,Cruz Morris,Carlos Silva
ACC-000445,Vertex Solutions,EMEA,United Kingdom,Transportation & Logistics,Mid-Market,3000,38000000,Active,2021-03-21,2023-06-09,Machine Learning & AI,Star Turner,Emma Larsson
ACC-000445,Vertex Solutions,EMEA,United Kingdom,Transportation & Logistics,Mid-Market,3000,38000000,Active,2021-03-21,2023-06-09,Machine Learning & AI,Sky Nelson,James Mueller
ACC-000445,Vertex Solutions,EMEA,United Kingdom,Transportation & Logistics,Mid-Market,3000,38000000,Active,2021-03-21,2023-06-09,Machine Learning & AI,Storm Adams,Lisa Wang
ACC-000445,Vertex Solutions,EMEA,United Kingdom,Transportation & Logistics,Mid-Market,3000,38000000,Active,2021-03-21,2023-06-09,Machine Learning & AI,Sage Green,Lisa Wang
ACC-000450,Catalyst Consulting,EMEA,United Kingdom,Financial Services,SMB,300,800000,Active,2021-03-26,2023-06-19,Financial Analytics,Nova Roberts,Emma Larsson
ACC-000452,Zenith Solutions,AMER,United States,Technology,SMB,350,3400000,Active,2021-03-28,2023-06-23,Supply Chain Analytics,Finley White,Jennifer Rodriguez
ACC-000453,Vortex Analytics,AMER,United States,Retail & E-commerce,SMB,375,3600000,Active,2021-03-29,2023-06-25,Risk & Compliance,Emery Young,David Thompson
ACC-000455,Titan Partners,AMER,Mexico,Media & Entertainment,SMB,425,4000000,Active,2021-03-31,2023-06-29,Data Science Platform,Cameron Lee,Jennifer Rodriguez
ACC-000455,Titan Partners,AMER,Mexico,Media & Entertainment,SMB,425,4000000,Active,2021-03-31,2023-06-29,Data Science Platform,Casey Wilson,Sarah Johnson
ACC-000457,Vertex Consulting,AMER,United States,Energy & Utilities,SMB,475,4400000,Active,2021-04-02,2023-07-03,Machine Learning & AI,Skyler Hall,David Thompson
ACC-000457,Vertex Consulting,AMER,United States,Energy & Utilities,SMB,475,4400000,Active,2021-04-02,2023-07-03,Machine Learning & AI,Sage Thompson,Michael Chen
ACC-000457,Vertex Consulting,AMER,United States,Energy & Utilities,SMB,475,4400000,Active,2021-04-02,2023-07-03,Machine Learning & AI,Avery Johnson,Michael Chen
ACC-000457,Vertex Consulting,AMER,United States,Energy & Utilities,SMB,475,4400000,Active,2021-04-02,2023-07-03,Machine Learning & AI,Alex Rivera,Sarah Johnson
ACC-000458,Apex Services,AMER,United States,Government & Public Sector,SMB,500,4600000,Active,2021-04-03,2023-07-05,Real-time Analytics,Reese Lewis,David Thompson
ACC-000458,Apex Services,AMER,United States,Government & Public Sector,SMB,500,4600000,Active,2021-04-03,2023-07-05,Real-time Analytics,Riley Martinez,Michael Chen
ACC-000459,Matrix Solutions,AMER,Canada,Education,SMB,525,4800000,Active,2021-04-04,2023-07-07,Data Engineering,Quinn Anderson,Michael Chen
ACC-000460,Global Industries,AMER,United States,Transportation & Logistics,SMB,50,1000000,New,2021-04-05,2023-07-09,Customer 360,Parker Allen,David Thompson
ACC-000462,Catalyst Partners,EMEA,Netherlands,Insurance,SMB,100,2600000,At Risk,2021-04-07,2023-07-13,Financial Analytics,Nova Roberts,Emma Larsson
ACC-000468,Nexus Intelligence,AMER,United States,Retail & E-commerce,SMB,250,2600000,Active,2021-04-13,2023-07-25,Data Analytics & BI,Hayden Clark,Jennifer Rodriguez
ACC-000470,Apex Associates,EMEA,Germany,Media & Entertainment,SMB,300,1550000,Active,2021-04-15,2023-07-29,Real-time Analytics,Rain Carter,James Mueller
ACC-000470,Apex Associates,EMEA,Germany,Media & Entertainment,SMB,300,1550000,Active,2021-04-15,2023-07-29,Real-time Analytics,River Scott,Lisa Wang
ACC-000470,Apex Associates,EMEA,Germany,Media & Entertainment,SMB,300,1550000,Active,2021-04-15,2023-07-29,Real-time Analytics,Rowan King,Lisa Wang
ACC-000472,Quantum Services,AMER,Mexico,Energy & Utilities,SMB,350,3400000,Active,2021-04-17,2023-08-02,Customer 360,Drew Garcia,Michael Chen
ACC-000473,Synergy Solutions,AMER,United States,Government & Public Sector,SMB,375,3600000,Active,2021-04-18,2023-08-04,IoT Analytics,Cameron Lee,Jennifer Rodriguez
ACC-000473,Synergy Solutions,AMER,United States,Government & Public Sector,SMB,375,3600000,Active,2021-04-18,2023-08-04,IoT Analytics,Casey Wilson,Sarah Johnson
ACC-000474,Catalyst Analytics,EMEA,United Kingdom,Education,SMB,400,2150000,Active,2021-04-19,2023-08-06,Financial Analytics,Nova Roberts,Emma Larsson
ACC-000475,Pinnacle Intelligence,AMER,United States,Transportation & Logistics,SMB,425,4000000,Active,2021-04-20,2023-08-08,Marketing Analytics,Skyler Hall,David Thompson
ACC-000475,Pinnacle Intelligence,AMER,United States,Transportation & Logistics,SMB,425,4000000,Active,2021-04-20,2023-08-08,Marketing Analytics,Sage Thompson,Michael Chen
ACC-000475,Pinnacle Intelligence,AMER,United States,Transportation & Logistics,SMB,425,4000000,Active,2021-04-20,2023-08-08,Marketing Analytics,Avery Johnson,Michael Chen
ACC-000475,Pinnacle Intelligence,AMER,United States,Transportation & Logistics,SMB,425,4000000,Active,2021-04-20,2023-08-08,Marketing Analytics,Alex Rivera,Sarah Johnson
ACC-000476,Zenith Partners,EMEA,France,Real Estate,SMB,450,2450000,Active,2021-04-21,2023-08-10,Supply Chain Analytics,Luna Perez,Emma Larsson
ACC-000477,Vortex Associates,AMER,United States,Insurance,SMB,475,4400000,Active,2021-04-22,2023-08-12,Risk & Compliance,Quinn Anderson,Michael Chen
ACC-000478,Phoenix Consulting,APJ,Japan,Automotive,SMB,500,1600000,Active,2021-04-23,2023-08-14,Operational Analytics,Kai Campbell,Hiroshi Tanaka
ACC-000481,Beta Inc,AMER,United States,Healthcare & Life Sciences,SMB,75,1200000,Churned,2021-04-26,2023-08-20,Machine Learning & AI,Morgan Davis,Sarah Johnson
ACC-000484,Quantum Associates,AMER,Canada,Manufacturing,SMB,150,1800000,Active,2021-04-29,2023-08-26,Customer 360,Jordan Kim,Sarah Johnson
ACC-000486,Catalyst Services,AMER,Canada,Telecommunications,SMB,200,2200000,Active,2021-05-01,2023-08-30,Financial Analytics,Hayden Clark,Jennifer Rodriguez
ACC-000488,Zenith Analytics,AMER,Canada,Government & Public Sector,SMB,250,2600000,Active,2021-05-03,2023-09-03,Supply Chain Analytics,Finley White,Jennifer Rodriguez
ACC-000489,Vortex Intelligence,AMER,United States,Education,SMB,275,2800000,Active,2021-05-04,2023-09-05,Risk & Compliance,Emery Young,David Thompson
ACC-000491,Titan Associates,APJ,Australia,Real Estate,SMB,325,1700000,Active,2021-05-06,2023-09-09,Data Science Platform,Zara Collins,Priya Sharma
ACC-000491,Titan Associates,APJ,Australia,Real Estate,SMB,325,1700000,Active,2021-05-06,2023-09-09,Data Science Platform,Zen Phillips,Hiroshi Tanaka
ACC-000492,Nexus Consulting,AMER,United States,Insurance,SMB,350,3400000,Active,2021-05-07,2023-09-11,Data Analytics & BI,Blake Miller,Jennifer Rodriguez
ACC-000492,Nexus Consulting,AMER,United States,Insurance,SMB,350,3400000,Active,2021-05-07,2023-09-11,Data Analytics & BI,Taylor Brooks,Sarah Johnson
ACC-000493,Vertex Services,EMEA,France,Automotive,SMB,375,2750000,Active,2021-05-08,2023-09-13,Machine Learning & AI,Star Turner,Emma Larsson
ACC-000493,Vertex Services,EMEA,France,Automotive,SMB,375,2750000,Active,2021-05-08,2023-09-13,Machine Learning & AI,Sky Nelson,James Mueller
ACC-000493,Vertex Services,EMEA,France,Automotive,SMB,375,2750000,Active,2021-05-08,2023-09-13,Machine Learning & AI,Storm Adams,Lisa Wang
ACC-000493,Vertex Services,EMEA,France,Automotive,SMB,375,2750000,Active,2021-05-08,2023-09-13,Machine Learning & AI,Sage Green,Lisa Wang
ACC-000494,Apex Solutions,EMEA,France,Professional Services,SMB,400,2900000,Active,2021-05-09,2023-09-15,Real-time Analytics,Rain Carter,James Mueller
ACC-000494,Apex Solutions,EMEA,France,Professional Services,SMB,400,2900000,Active,2021-05-09,2023-09-15,Real-time Analytics,River Scott,Lisa Wang
ACC-000494,Apex Solutions,EMEA,France,Professional Services,SMB,400,2900000,Active,2021-05-09,2023-09-15,Real-time Analytics,Rowan King,Lisa Wang
ACC-000496,Quantum Intelligence,AMER,United States,Healthcare & Life Sciences,SMB,450,4200000,Active,2021-05-11,2023-09-19,Customer 360,Parker Allen,David Thompson
ACC-000502,Phoenix Analytics,APJ,Japan,Energy & Utilities,Enterprise,6000,192000000,At Risk,2021-05-17,2023-10-01,Operational Analytics,Atlas Edwards,Priya Sharma
ACC-000502,Phoenix Analytics,APJ,Japan,Energy & Utilities,Enterprise,6000,192000000,At Risk,2021-05-17,2023-10-01,Operational Analytics,Orion Evans,Hiroshi Tanaka
ACC-000505,Vertex Associates,EMEA,United Kingdom,Transportation & Logistics,Enterprise,7500,280000000,Active,2021-05-20,2023-10-07,Machine Learning & AI,Star Turner,Emma Larsson
